Date,Open,High,Low,Close,Adj Close,Volume
3/23/2006,730.779846,739.179626,726.579956,726.579956,512.121216,29798440
3/24/2006,726.579956,730.779846,722.380066,726.579956,512.121216,3940584
3/27/2006,734.979736,734.979736,730.779846,734.979736,518.041748,11771157
3/28/2006,734.979736,739.179626,730.779846,734.979736,518.041748,13039049
3/29/2006,730.779846,730.779846,722.380066,730.779846,515.081482,4309642
3/30/2006,730.779846,730.779846,730.779846,730.779846,515.081482,0
3/31/2006,730.779846,730.779846,730.779846,730.779846,515.081482,0
4/3/2006,739.179626,743.379517,734.979736,739.179626,521.001953,36242070
4/4/2006,755.979187,768.578796,743.379517,755.979187,532.842896,82192741
4/5/2006,789.578247,789.578247,760.179077,789.578247,556.524841,84171962
4/6/2006,802.177917,823.177307,793.778137,802.177917,565.405518,78585499
4/7/2006,806.377747,818.977417,797.978027,806.377747,568.365723,41879130
4/10/2006,806.377747,806.377747,806.377747,806.377747,568.365723,0
4/11/2006,823.177307,831.577087,810.577637,823.177307,580.206726,37021853
4/12/2006,839.976868,844.176758,818.977417,839.976868,592.047668,62082068
4/13/2006,831.577087,848.376648,823.177307,831.577087,586.127258,10324689
4/14/2006,831.577087,831.577087,831.577087,831.577087,586.127258,0
4/17/2006,835.776978,852.576477,835.776978,835.776978,589.087463,14402182
4/18/2006,915.574768,915.574768,844.176758,915.574768,645.332031,81659988
4/19/2006,957.573608,965.973389,923.974548,957.573608,674.934326,77380108
4/20/2006,974.373169,1024.771729,974.373169,974.373169,686.775391,63067214
4/21/2006,957.573608,965.973389,923.974548,957.573608,674.934326,53456830
4/24/2006,957.573608,1024.771729,957.573608,974.373169,686.775391,46685810
4/25/2006,982.772888,982.772888,957.573608,982.772888,692.695862,17554055
4/26/2006,1007.972229,1033.171509,991.172668,1007.972229,710.457153,31628847
4/27/2006,1016.372009,1058.37085,991.172668,1016.372009,716.377747,27911483
4/28/2006,1016.372009,999.572449,957.573608,965.973389,680.854858,45039931
5/1/2006,991.172668,999.572449,974.373169,991.172668,698.616211,26235842
5/2/2006,991.172668,999.572449,949.173828,957.573608,674.934326,29173423
5/3/2006,974.373169,991.172668,949.173828,974.373169,686.775391,30277620
5/4/2006,957.573608,991.172668,932.374329,957.573608,674.934326,47432854
5/5/2006,957.573608,957.573608,957.573608,957.573608,674.934326,0
5/8/2006,932.374329,957.573608,932.374329,932.374329,657.172974,15208752
5/9/2006,907.174988,940.774048,907.174988,907.174988,639.411499,48117397
5/10/2006,932.374329,949.173828,915.574768,932.374329,657.172974,70951360
5/11/2006,949.173828,965.973389,932.374329,949.173828,669.013855,61275498
5/12/2006,940.774048,965.973389,940.774048,940.774048,663.093384,24182214
5/15/2006,839.976868,932.374329,823.177307,839.976868,592.047668,41986276
5/16/2006,839.976868,865.176147,739.179626,839.976868,592.047668,85401163
5/17/2006,881.975708,898.775208,865.176147,881.975708,621.650024,45670901
5/18/2006,881.975708,881.975708,881.975708,881.975708,621.650024,0
5/19/2006,881.975708,881.975708,881.975708,881.975708,621.650024,0
5/22/2006,667.781616,806.377747,667.781616,667.781616,470.677887,61668366
5/23/2006,671.981506,688.781006,642.582275,671.981506,473.638245,61754678
5/24/2006,684.581116,713.980347,680.381226,684.581116,482.518829,56730730
5/25/2006,684.581116,684.581116,684.581116,684.581116,482.518829,0
5/26/2006,684.581116,684.581116,684.581116,684.581116,482.518829,0
5/29/2006,684.581116,684.581116,684.581116,684.581116,482.518829,0
5/30/2006,768.578796,776.978577,747.579407,768.578796,541.723572,68525698
5/31/2006,747.579407,760.179077,734.979736,747.579407,526.922485,28435307
6/1/2006,709.780457,768.578796,701.380676,709.780457,500.280273,34968225
6/2/2006,713.980347,718.180176,688.781006,713.980347,503.24054,31432413
6/5/2006,722.380066,734.979736,718.180176,722.380066,509.16095,11351503
6/6/2006,697.180786,705.580566,692.980896,697.180786,491.399536,24396505
6/7/2006,655.181946,688.781006,650.982056,655.181946,461.79718,49096591
6/8/2006,625.782776,642.582275,613.183105,625.782776,441.075562,55680105
6/9/2006,642.582275,646.782166,617.382996,642.582275,452.916504,46289966
6/12/2006,642.582275,655.181946,629.982666,642.582275,452.916504,47920963
6/13/2006,613.183105,642.582275,608.983215,613.183105,432.194794,53912200
6/14/2006,617.382996,617.382996,592.183655,617.382996,435.154999,62153498
6/15/2006,642.582275,642.582275,625.782776,642.582275,452.916504,76930691
6/16/2006,697.180786,701.380676,663.581726,697.180786,491.399536,75522914
6/19/2006,705.580566,709.780457,684.581116,705.580566,497.320068,25164383
6/20/2006,701.380676,705.580566,688.781006,701.380676,494.359894,54569956
6/21/2006,684.581116,701.380676,680.381226,684.581116,500.507141,30551437
6/22/2006,692.980896,705.580566,688.781006,692.980896,506.648315,47194753
6/23/2006,688.781006,692.980896,684.581116,688.781006,503.577759,12616419
6/26/2006,697.180786,697.180786,676.181335,697.180786,509.718872,9699672
6/27/2006,734.979736,734.979736,705.580566,734.979736,537.35437,88297076
6/28/2006,760.179077,764.378906,713.980347,760.179077,555.777832,80100421
6/29/2006,760.179077,768.578796,751.779297,764.378906,558.848511,52510375
6/30/2006,776.978577,797.978027,772.778687,776.978577,568.060303,43688704
7/3/2006,789.578247,793.778137,781.178467,789.578247,577.272034,21774409
7/4/2006,835.776978,839.976868,793.778137,835.776978,611.048584,57995645
7/5/2006,831.577087,852.576477,827.377197,831.577087,607.978027,44394080
7/6/2006,755.979187,818.977417,755.979187,755.979187,552.707336,150676771
7/7/2006,747.579407,768.578796,739.179626,747.579407,546.566162,21592856
7/10/2006,776.978577,776.978577,726.579956,776.978577,568.060303,54632458
7/11/2006,785.378357,793.778137,772.778687,785.378357,574.201416,59436161
7/12/2006,772.778687,802.177917,764.378906,772.778687,564.989624,78261085
7/13/2006,768.578796,776.978577,764.378906,768.578796,561.919067,21164273
7/14/2006,764.378906,768.578796,743.379517,764.378906,558.848511,41435665
7/17/2006,764.378906,760.179077,743.379517,751.779297,549.636658,16351641
7/18/2006,751.779297,760.179077,747.579407,751.779297,549.636658,16559980
7/19/2006,751.779297,751.779297,751.779297,751.779297,549.636658,0
7/20/2006,768.578796,772.778687,739.179626,768.578796,561.919067,52778240
7/21/2006,751.779297,768.578796,751.779297,751.779297,549.636658,17580841
7/24/2006,781.178467,781.178467,747.579407,781.178467,571.130859,43590487
7/25/2006,797.978027,797.978027,785.378357,797.978027,583.413269,53397304
7/26/2006,797.978027,797.978027,797.978027,797.978027,583.413269,0
7/27/2006,797.978027,797.978027,797.978027,797.978027,583.413269,0
7/28/2006,856.776367,856.776367,814.777527,856.776367,626.401611,26024526
7/31/2006,873.575928,881.975708,865.176147,873.575928,638.684021,39795739
8/1/2006,873.575928,890.375488,865.176147,873.575928,638.684021,23572078
8/2/2006,873.575928,881.975708,856.776367,873.575928,638.684021,19923168
8/3/2006,856.776367,890.375488,856.776367,856.776367,626.401611,17554055
8/4/2006,848.376648,865.176147,848.376648,848.376648,620.260437,10780058
8/7/2006,865.176147,873.575928,848.376648,865.176147,632.542786,21955962
8/8/2006,873.575928,873.575928,865.176147,873.575928,638.684021,7143054
8/9/2006,865.176147,873.575928,865.176147,865.176147,632.542786,5098354
8/10/2006,856.776367,907.174988,848.376648,856.776367,626.401611,30724061
8/11/2006,873.575928,881.975708,865.176147,873.575928,638.684021,9524072
8/14/2006,898.775208,898.775208,873.575928,898.775208,657.107544,10946730
8/15/2006,907.174988,932.374329,898.775208,907.174988,663.248779,39804668
8/16/2006,898.775208,923.974548,898.775208,898.775208,657.107544,7821644
8/17/2006,898.775208,898.775208,898.775208,898.775208,657.107544,0
8/18/2006,898.775208,898.775208,898.775208,898.775208,657.107544,0
8/21/2006,898.775208,898.775208,898.775208,898.775208,657.107544,0
8/22/2006,991.172668,999.572449,923.974548,991.172668,724.660645,69460247
8/23/2006,974.373169,991.172668,957.573608,974.373169,712.378296,15696861
8/24/2006,932.374329,974.373169,923.974548,932.374329,681.672363,33069363
8/25/2006,940.774048,940.774048,915.574768,940.774048,687.813477,17012373
8/28/2006,923.974548,940.774048,923.974548,923.974548,675.53125,6616253
8/29/2006,949.173828,949.173828,932.374329,949.173828,693.954712,6404938
8/30/2006,940.774048,957.573608,932.374329,940.774048,687.813477,13485490
8/31/2006,907.174988,940.774048,898.775208,907.174988,663.248779,22235731
9/1/2006,907.174988,923.974548,898.775208,907.174988,663.248779,38923691
9/4/2006,923.974548,932.374329,915.574768,923.974548,675.53125,27497781
9/5/2006,923.974548,932.374329,915.574768,923.974548,675.53125,16259376
9/6/2006,957.573608,957.573608,915.574768,957.573608,700.095825,36203378
9/7/2006,965.973389,965.973389,932.374329,965.973389,706.237122,45694711
9/8/2006,957.573608,957.573608,949.173828,957.573608,700.095825,25450106
9/11/2006,907.174988,949.173828,890.375488,907.174988,663.248779,41780913
9/12/2006,873.575928,890.375488,856.776367,873.575928,638.684021,49173974
9/13/2006,873.575928,890.375488,865.176147,873.575928,638.684021,52894314
9/14/2006,898.775208,898.775208,881.975708,898.775208,657.107544,16321878
9/15/2006,898.775208,898.775208,881.975708,898.775208,657.107544,20354727
9/18/2006,898.775208,898.775208,898.775208,898.775208,657.107544,0
9/19/2006,873.575928,881.975708,865.176147,873.575928,638.684021,32405654
9/20/2006,907.174988,907.174988,856.776367,907.174988,663.248779,65102984
9/21/2006,907.174988,923.974548,898.775208,907.174988,663.248779,31994929
9/22/2006,915.574768,932.374329,907.174988,915.574768,669.390015,38248077
9/25/2006,907.174988,915.574768,898.775208,907.174988,663.248779,6702565
9/26/2006,907.174988,915.574768,898.775208,907.174988,663.248779,6681731
9/27/2006,915.574768,923.974548,907.174988,915.574768,669.390015,12905117
9/28/2006,923.974548,932.374329,907.174988,923.974548,675.53125,17432028
9/29/2006,923.974548,923.974548,915.574768,923.974548,675.53125,20435086
10/2/2006,915.574768,923.974548,907.174988,915.574768,669.390015,6553752
10/3/2006,940.774048,940.774048,915.574768,940.774048,687.813477,43394053
10/4/2006,923.974548,940.774048,907.174988,923.974548,675.53125,23780417
10/5/2006,923.974548,923.974548,915.574768,923.974548,675.53125,7696640
10/6/2006,923.974548,932.374329,915.574768,923.974548,675.53125,20780334
10/9/2006,923.974548,923.974548,915.574768,923.974548,675.53125,18036211
10/10/2006,957.573608,957.573608,923.974548,957.573608,700.095825,44132168
10/11/2006,957.573608,965.973389,932.374329,957.573608,700.095825,31843139
10/12/2006,949.173828,957.573608,940.774048,949.173828,693.954712,17762394
10/13/2006,965.973389,974.373169,949.173828,965.973389,706.237122,36140876
10/16/2006,999.572449,1007.972229,974.373169,999.572449,730.80188,96208008
10/17/2006,1033.171509,1041.571289,1007.972229,1033.171509,755.366577,68079257
10/18/2006,1007.972229,1033.171509,1007.972229,1007.972229,736.942993,13539063
10/19/2006,1024.771729,1024.771729,1007.972229,1024.771729,749.225464,11003279
10/20/2006,1033.171509,1041.571289,1024.771729,1033.171509,755.366577,9318709
10/23/2006,1033.171509,1033.171509,1033.171509,1033.171509,755.366577,0
10/24/2006,1033.171509,1033.171509,1033.171509,1033.171509,755.366577,0
10/25/2006,1033.171509,1033.171509,1033.171509,1033.171509,755.366577,0
10/26/2006,1033.171509,1033.171509,1033.171509,1033.171509,755.366577,0
10/27/2006,1033.171509,1033.171509,1033.171509,1033.171509,755.366577,0
10/30/2006,1175.967529,1184.36731,1033.171509,1175.967529,859.766663,80496266
10/31/2006,1167.567871,1209.56665,1125.56897,1167.567871,853.625793,43647036
11/1/2006,1125.56897,1175.967529,1117.169189,1125.56897,822.919739,23845895
11/2/2006,1150.768311,1201.16687,1125.56897,1150.768311,841.343323,80350428
11/3/2006,1175.967529,1175.967529,1159.168091,1175.967529,859.766663,18958855
11/6/2006,1184.36731,1201.16687,1175.967529,1184.36731,865.908081,16646292
11/7/2006,1184.36731,1192.76709,1159.168091,1184.36731,865.908081,17646319
11/8/2006,1209.56665,1226.366211,1175.967529,1209.56665,884.331665,29244853
11/9/2006,1209.56665,1217.966431,1192.76709,1209.56665,884.331665,9771102
11/10/2006,1209.56665,1217.966431,1201.16687,1209.56665,884.331665,5607297
11/13/2006,1184.36731,1209.56665,1184.36731,1184.36731,865.908081,6294816
11/14/2006,1209.56665,1209.56665,1192.76709,1209.56665,884.331665,8476424
11/15/2006,1243.165771,1259.965332,1217.966431,1243.165771,908.896301,22202992
11/16/2006,1243.165771,1268.36499,1234.765991,1243.165771,908.896301,6419819
11/17/2006,1243.165771,1251.565552,1217.966431,1243.165771,908.896301,14759335
11/20/2006,1243.165771,1251.565552,1234.765991,1243.165771,908.896301,4720368
11/21/2006,1268.36499,1268.36499,1259.965332,1268.36499,927.320068,3946537
11/22/2006,1259.965332,1259.965332,1243.165771,1259.965332,921.178833,17304048
11/23/2006,1251.565552,1268.36499,1251.565552,1251.565552,915.037598,7723427
11/24/2006,1293.564331,1335.563232,1259.965332,1293.564331,945.743591,27036459
11/27/2006,1293.564331,1293.564331,1293.564331,1293.564331,945.743591,0
11/28/2006,1293.564331,1293.564331,1293.564331,1293.564331,945.743591,0
11/29/2006,1259.965332,1293.564331,1251.565552,1259.965332,921.178833,21426185
11/30/2006,1268.36499,1285.164551,1259.965332,1268.36499,927.320068,17557031
12/1/2006,1268.36499,1285.164551,1268.36499,1268.36499,927.320068,14887315
12/4/2006,1268.36499,1301.964111,1268.36499,1268.36499,927.320068,15646264
12/5/2006,1327.163452,1327.163452,1276.764771,1327.163452,970.308289,32569349
12/6/2006,1360.762451,1369.162231,1335.563232,1360.762451,994.873108,29033538
12/7/2006,1419.560913,1419.560913,1343.963013,1419.560913,1037.86145,23527434
12/8/2006,1369.162231,1419.560913,1360.762451,1369.162231,1001.014282,9765150
12/11/2006,1394.361572,1402.761353,1377.562012,1394.361572,1019.437744,8723454
12/12/2006,1377.562012,1411.161133,1377.562012,1377.562012,1007.155518,7979386
12/13/2006,1377.562012,1385.961792,1369.162231,1377.562012,1007.155518,11041970
12/14/2006,1352.362671,1377.562012,1352.362671,1352.362671,988.731812,10324689
12/15/2006,1352.362671,1352.362671,1352.362671,1352.362671,988.731812,0
12/18/2006,1360.762451,1385.961792,1360.762451,1360.762451,994.873108,9157990
12/19/2006,1343.963013,1377.562012,1327.163452,1343.963013,982.590881,33512828
12/20/2006,1360.762451,1377.562012,1352.362671,1360.762451,994.873108,8762146
12/21/2006,1385.961792,1394.361572,1352.362671,1385.961792,1013.296631,9646099
12/22/2006,1360.762451,1377.562012,1343.963013,1360.762451,994.873108,14381348
12/26/2006,1343.963013,1377.562012,1335.563232,1343.963013,982.590881,12235456
12/27/2006,1343.963013,1343.963013,1343.963013,1343.963013,982.590881,0
12/28/2006,1360.762451,1360.762451,1352.362671,1360.762451,994.873108,13937884
12/29/2006,1343.963013,1360.762451,1343.963013,1343.963013,982.590881,15711742
1/2/2007,1360.762451,1360.762451,1343.963013,1360.762451,994.873108,28780555
1/3/2007,1360.762451,1369.162231,1352.362671,1360.762451,994.873108,30962162
1/4/2007,1310.363892,1369.162231,1301.964111,1310.363892,958.02594,45239342
1/5/2007,1327.163452,1335.563232,1318.763672,1327.163452,970.308289,13797999
1/8/2007,1318.763672,1327.163452,1301.964111,1318.763672,964.167175,6205528
1/9/2007,1276.764771,1318.763672,1259.965332,1276.764771,933.461182,11003279
1/10/2007,1175.967529,1335.563232,1318.763672,1175.967529,859.766663,33899743
1/11/2007,1175.967529,1217.966431,1167.567871,1175.967529,859.766663,11449720
1/12/2007,1175.967529,1217.966431,1108.769409,1175.967529,859.766663,27509686
1/15/2007,1217.966431,1226.366211,1175.967529,1217.966431,890.472778,23563149
1/16/2007,1251.565552,1293.564331,1226.366211,1251.565552,915.037598,26307272
1/17/2007,1259.965332,1259.965332,1243.165771,1259.965332,921.178833,7866288
1/18/2007,1259.965332,1259.965332,1259.965332,1259.965332,921.178833,0
1/19/2007,1318.763672,1335.563232,1301.964111,1318.763672,964.167175,10393143
1/22/2007,1352.362671,1369.162231,1335.563232,1352.362671,988.731812,33872957
1/23/2007,1360.762451,1360.762451,1343.963013,1360.762451,994.873108,18896354
1/24/2007,1352.362671,1377.562012,1343.963013,1352.362671,988.731812,46787003
1/25/2007,1327.163452,1360.762451,1318.763672,1327.163452,970.308289,34114035
1/26/2007,1360.762451,1360.762451,1276.764771,1360.762451,994.873108,14696833
1/29/2007,1335.563232,1360.762451,1327.163452,1335.563232,976.449463,8818695
1/30/2007,1335.563232,1360.762451,1327.163452,1335.563232,976.449463,16836773
1/31/2007,1310.363892,1335.563232,1285.164551,1310.363892,958.02594,32006834
2/1/2007,1310.363892,1343.963013,1310.363892,1310.363892,958.02594,16958800
2/2/2007,1310.363892,1343.963013,1327.163452,1310.363892,958.02594,11184832
2/5/2007,1301.964111,1318.763672,1285.164551,1301.964111,951.884705,5154903
2/6/2007,1285.164551,1301.964111,1276.764771,1285.164551,939.602417,9354424
2/7/2007,1310.363892,1318.763672,1293.564331,1310.363892,958.02594,9931821
2/8/2007,1318.763672,1318.763672,1293.564331,1318.763672,964.167175,2333397
2/9/2007,1285.164551,1318.763672,1268.36499,1285.164551,939.602417,17792157
2/12/2007,1301.964111,1310.363892,1276.764771,1301.964111,951.884705,15217681
2/13/2007,1276.764771,1301.964111,1276.764771,1276.764771,933.461182,20360680
2/14/2007,1310.363892,1318.763672,1285.164551,1310.363892,958.02594,32259817
2/15/2007,1478.359253,1478.359253,1327.163452,1478.359253,1080.849731,217074434
2/16/2007,1461.559692,1545.557373,1419.560913,1461.559692,1068.567383,195463720
2/19/2007,1453.159912,1478.359253,1436.360474,1453.159912,1062.426147,59629619
2/20/2007,1486.759033,1495.158813,1436.360474,1486.759033,1086.990967,73073442
2/21/2007,1562.356934,1579.156494,1486.759033,1562.356934,1142.261719,173629785
2/22/2007,1553.957153,1621.155273,1537.157593,1553.957153,1136.120605,153304820
2/23/2007,1520.358154,1553.957153,1495.158813,1520.358154,1111.555664,67582219
2/26/2007,1520.358154,1579.156494,1486.759033,1520.358154,1111.555664,67409595
2/27/2007,1553.957153,1562.356934,1503.558594,1553.957153,1136.120605,76603301
2/28/2007,1528.757813,1537.157593,1427.960693,1528.757813,1117.697021,214815443
3/1/2007,1562.356934,1579.156494,1537.157593,1562.356934,1142.261719,109645878
3/2/2007,1587.556274,1612.755493,1562.356934,1587.556274,1160.685547,119896161
3/5/2007,1486.759033,1570.756714,1469.959473,1486.759033,1086.990967,119003279
3/6/2007,1528.757813,1537.157593,1461.559692,1528.757813,1117.697021,98103894
3/7/2007,1545.557373,1553.957153,1511.958374,1545.557373,1129.979248,92261471
3/8/2007,1612.755493,1612.755493,1553.957153,1612.755493,1179.108643,147539780
3/9/2007,1612.755493,1654.754395,1604.355835,1612.755493,1179.108643,138584176
3/12/2007,1705.152954,1705.152954,1604.355835,1705.152954,1246.661865,155185824
3/13/2007,1730.352295,1747.151855,1705.152954,1730.352295,1265.085571,115333535
3/14/2007,1688.353516,1713.552734,1663.154175,1688.353516,1234.379639,92142420
3/15/2007,1789.150635,1789.150635,1721.952515,1789.150635,1308.073975,129789291
